id,title,company,location,country,city,category,category_tag,contract_type,contract_time,salary_min,salary_max,salary_is_predicted,created,posting_year,posting_month,description,redirect_url,skill_extraction_text,extracted_skills,skill_count
5845316773,Data Analyst,Hulcan,"London, UK",UK,London,IT Jobs,it-jobs,unknown,full_time,50452.18,50452.18,1,2026-08-17 16:58:53+00:00,2026,2026-08,"This is a newly created role sitting at the intersection of Commercial Finance, Growth and Technology. The successful candidate will become the go-to person for turning raw data into reporting and trend analysis that drives commercial and growth decision-making across the business, spanning customer, membership, trade, and operational performance. This role is being created at a pivotal moment. We are in a high growth stage, mid-migration to a new data warehouse, consolidating reporting across …",https://www.adzuna.co.uk/jobs/details/5845316773?utm_medium=api&utm_source=5ec7ac9c,"Data Analyst. This is a newly created role sitting at the intersection of Commercial Finance, Growth and Technology. The successful candidate will become the go-to person for turning raw data into reporting and trend analysis that drives commercial and growth decision-making across the business, spanning customer, membership, trade, and operational performance. This role is being created at a pivotal moment. We are in a high growth stage, mid-migration to a new data warehouse, consolidating reporting across …",[],0
5863586463,Data Business Analyst,Ntt Data,"London, UK",UK,London,IT Jobs,it-jobs,unknown,full_time,57140.1,57140.1,1,2026-09-01 01:36:38+00:00,2026,2026-09,"As a Data Business Analyst at NTT DATA in London, you will play a pivotal role in delivering data-driven business solutions across sectors such as telecoms, media, banking, insurance, retail, energy, and public sector. The position requires at least 5 years’ experience in data, consulting, or analytics, with expertise in data modelling, SQL, Hive, Pig, Python, R, and data visualisation tools like PowerBI, Qlik, and Tableau. You will collaborate with clients and internal teams, manage data proje…",https://www.adzuna.co.uk/jobs/land/ad/5863586463?se=0Llv1HWv8RGeX5IuMnKGeQ&utm_medium=api&utm_source=5ec7ac9c&v=1F1D3FFEEEBA331F28760EB86DC2DE0FDA22FA8B,"Data Business Analyst. As a Data Business Analyst at NTT DATA in London, you will play a pivotal role in delivering data-driven business solutions across sectors such as telecoms, media, banking, insurance, retail, energy, and public sector. The position requires at least 5 years’ experience in data, consulting, or analytics, with expertise in data modelling, SQL, Hive, Pig, Python, R, and data visualisation tools like PowerBI, Qlik, and Tableau. You will collaborate with clients and internal teams, manage data proje…","['python', 'qlik', 'r', 'sql', 'tableau']",5
5855358769,Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK",UK,London,IT Jobs,it-jobs,unknown,unknown,59280.52,59280.52,1,2026-08-25 13:38:22+00:00,2026,2026-08,"Data Analyst London (Hybrid, 3 days in office) | £70,000 - £75,000 No sponsorship offered Must come from Financial services or consulting Looking for a role that combines data analytics, commercial insight, and strategic decision-making? This is an opportunity to join a high-performing finance and business performance function where you'll play a key role in transforming complex operational and financial data into actionable business insight. Working closely with senior stakeholders, you'll hel…",https://www.adzuna.co.uk/jobs/land/ad/5855358769?se=0Llv1HWv8RGeX5IuMnKGeQ&utm_medium=api&utm_source=5ec7ac9c&v=F04666E0DB40B5A4935400B7C249AF01A5C17D7A,"Data Analyst. Data Analyst London (Hybrid, 3 days in office) | £70,000 - £75,000 No sponsorship offered Must come from Financial services or consulting Looking for a role that combines data analytics, commercial insight, and strategic decision-making? This is an opportunity to join a high-performing finance and business performance function where you'll play a key role in transforming complex operational and financial data into actionable business insight. Working closely with senior stakeholders, you'll hel…",['data analytics'],1
5874418862,Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK",UK,London,IT Jobs,it-jobs,unknown,unknown,54090.18,54090.18,1,2026-09-07 20:33:55+00:00,2026,2026-09,"DATA ANALYST REMOTE (ONE DAY A MONTH IN LEEDS OFFICE) UP TO £46,000 This is an opportunity to join a highly respected organisation at the intersection of workforce strategy, analytics, and policy. As a Data Analyst, you will play a key role in shaping evidence-based decisions that influence workforce planning, pay frameworks, and long-term organisational strategy. You'll work on complex analytical challenges whilst engaging with a broad range of senior stakeholders. ROLES AND RESPONSIBILITIES: …",https://www.adzuna.co.uk/jobs/land/ad/5874418862?se=0Llv1HWv8RGeX5IuMnKGeQ&utm_medium=api&utm_source=5ec7ac9c&v=BCB22C1D9F35E6244F236A072C524A071FBC4773,"Data Analyst. DATA ANALYST REMOTE (ONE DAY A MONTH IN LEEDS OFFICE) UP TO £46,000 This is an opportunity to join a highly respected organisation at the intersection of workforce strategy, analytics, and policy. As a Data Analyst, you will play a key role in shaping evidence-based decisions that influence workforce planning, pay frameworks, and long-term organisational strategy. You'll work on complex analytical challenges whilst engaging with a broad range of senior stakeholders. ROLES AND RESPONSIBILITIES: …",[],0
5855380402,Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK",UK,London,IT Jobs,it-jobs,contract,full_time,91000.0,104000.0,0,2026-08-25 13:45:14+00:00,2026,2026-08,"DATA ANALYST (CONTRACT) 6 MONTHS OUTSIDE IR35 £350 TO £400 P/D This is a high-impact contract opportunity for a hands-on Data Analyst to join a fast-moving growth initiative focused on scaling a local marketplace proposition. You will step into an existing work stream, ensuring continuity while bringing structure, pace, and insight to complex and imperfect data. The Company They are a well-established UK digital platform with millions of engaged members, known for delivering meaningful value th…",https://www.adzuna.co.uk/jobs/land/ad/5855380402?se=0Llv1HWv8RGeX5IuMnKGeQ&utm_medium=api&utm_source=5ec7ac9c&v=F28586589BD4272CE72D3F02574CBC7815D1F563,"Data Analyst. DATA ANALYST (CONTRACT) 6 MONTHS OUTSIDE IR35 £350 TO £400 P/D This is a high-impact contract opportunity for a hands-on Data Analyst to join a fast-moving growth initiative focused on scaling a local marketplace proposition. You will step into an existing work stream, ensuring continuity while bringing structure, pace, and insight to complex and imperfect data. The Company They are a well-established UK digital platform with millions of engaged members, known for delivering meaningful value th…",[],0
5868913954,Data Analysts,BDO LLP,"Farringdon, Central London",UK,Farringdon,IT Jobs,it-jobs,contract,unknown,49693.11,49693.11,1,2026-09-03 14:02:41+00:00,2026,2026-09,"Data Analysts – London – Hybrid Job description We are recruiting for a Data Analysts to join our client, a regulated firm. This is a contract opportunity, offering an excellent day rate, employed via an Umbrella company. About the role: A specialist data analytics team to deliver data analysis, dashboard development, supervisory intelligence, risk analytics, reporting and stakeholder engagement in support of a pilot funds data programme, with the objective of improving regulatory supervision t…",https://www.adzuna.co.uk/jobs/land/ad/5868913954?se=0Llv1HWv8RGeX5IuMnKGeQ&utm_medium=api&utm_source=5ec7ac9c&v=452C20273BDA4041BBF810AEC9FA203DC12A95B5,"Data Analysts. Data Analysts – London – Hybrid Job description We are recruiting for a Data Analysts to join our client, a regulated firm. This is a contract opportunity, offering an excellent day rate, employed via an Umbrella company. About the role: A specialist data analytics team to deliver data analysis, dashboard development, supervisory intelligence, risk analytics, reporting and stakeholder engagement in support of a pilot funds data programme, with the objective of improving regulatory supervision t…","['data analysis', 'data analytics']",2
5871029118,Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK",UK,London,IT Jobs,it-jobs,unknown,unknown,50184.31,50184.31,1,2026-09-04 22:18:20+00:00,2026,2026-09,"Data Analyst - Up to 45k This is an opportunity to work with a genuinely unique behavioural dataset, combining digital activity, consumer journeys and emerging AI interactions. You will help answer complex commercial questions for leading brands while shaping how data is used to understand real-world behaviour. The Company They are a specialist data and analytics business focused on understanding how advertising and digital experiences influence consumer behaviour. Their work blends advanced an…",https://www.adzuna.co.uk/jobs/land/ad/5871029118?se=0Llv1HWv8RGeX5IuMnKGeQ&utm_medium=api&utm_source=5ec7ac9c&v=53C01804ED780B22188A56FEB5B5AB02B91E4B71,"Data Analyst. Data Analyst - Up to 45k This is an opportunity to work with a genuinely unique behavioural dataset, combining digital activity, consumer journeys and emerging AI interactions. You will help answer complex commercial questions for leading brands while shaping how data is used to understand real-world behaviour. The Company They are a specialist data and analytics business focused on understanding how advertising and digital experiences influence consumer behaviour. Their work blends advanced an…",[],0
5855380476,Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK",UK,London,IT Jobs,it-jobs,contract,full_time,91000.0,104000.0,0,2026-08-25 13:45:15+00:00,2026,2026-08,"Data Analyst Contract: 6 months Location: once per week in London Rate: £350-400pd Outside IR35 This is a hands-on analytical role sitting closely with Product, Commercial and Partnership teams . You'll use product and behavioural data to understand how users engage with the proposition, design and analyse experiments, identify opportunities for improvement and turn findings into clear commercial recommendations. Alongside product analytics, you'll help improve the quality and usability of part…",https://www.adzuna.co.uk/jobs/land/ad/5855380476?se=0Llv1HWv8RGeX5IuMnKGeQ&utm_medium=api&utm_source=5ec7ac9c&v=27B534931926B728CE1FC2F016B962197385CFF0,"Data Analyst. Data Analyst Contract: 6 months Location: once per week in London Rate: £350-400pd Outside IR35 This is a hands-on analytical role sitting closely with Product, Commercial and Partnership teams . You'll use product and behavioural data to understand how users engage with the proposition, design and analyse experiments, identify opportunities for improvement and turn findings into clear commercial recommendations. Alongside product analytics, you'll help improve the quality and usability of part…",[],0
5878871185,Data Analyst,Anson Mccade,"South West London, London",UK,South West London,IT Jobs,it-jobs,unknown,unknown,60000.0,60000.0,0,2026-09-10 21:45:34+00:00,2026,2026-09,"Data Analyst (Reporting & Visualisation) Location: London - Hybrid Salary: £50,000 - £60,000 We are seeking an experienced Data Analyst to join a leading change and transformation consultancy, supporting clients across data reporting, visualisation and data modelling. This role will focus on turning complex data into clear insights, developing reporting solutions and supporting clients across the end-to-end data lifecycle. Key Responsibilities as a Consultant, Data Analyst Develop and maintain …",https://www.adzuna.co.uk/jobs/details/5878871185?utm_medium=api&utm_source=5ec7ac9c,"Data Analyst. Data Analyst (Reporting & Visualisation) Location: London - Hybrid Salary: £50,000 - £60,000 We are seeking an experienced Data Analyst to join a leading change and transformation consultancy, supporting clients across data reporting, visualisation and data modelling. This role will focus on turning complex data into clear insights, developing reporting solutions and supporting clients across the end-to-end data lifecycle. Key Responsibilities as a Consultant, Data Analyst Develop and maintain …",[],0
5858364990,Data Analyst,Trace,"London, UK",UK,London,IT Jobs,it-jobs,unknown,full_time,45000.0,45000.0,0,2026-08-27 16:20:13+00:00,2026,2026-08,"25th August, 2026 Data Analyst, Investment Management Firm, London, up to £45k, Hybrid A growing FTSE-listed investment management firm are looking for a motivated Data Analyst to join their team and play a key role in supporting business-critical systems, reporting, and automation initiatives. This is an excellent opportunity for a data-driven professional who enjoys solving complex problems and improving processes through technology. Working closely with Finance, Operations, and Technology te…",https://www.adzuna.co.uk/jobs/details/5858364990?utm_medium=api&utm_source=5ec7ac9c,"Data Analyst. 25th August, 2026 Data Analyst, Investment Management Firm, London, up to £45k, Hybrid A growing FTSE-listed investment management firm are looking for a motivated Data Analyst to join their team and play a key role in supporting business-critical systems, reporting, and automation initiatives. This is an excellent opportunity for a data-driven professional who enjoys solving complex problems and improving processes through technology. Working closely with Finance, Operations, and Technology te…",[],0
5879305677,Data Analyst,Anson Mccade,"Central London, London",UK,Central London,IT Jobs,it-jobs,permanent,unknown,48423.05,48423.05,1,2026-09-11 05:49:07+00:00,2026,2026-09,"Data Analyst £45,000 - 60,000 GBP Pension, Benefits Hybrid WORKING Location: Central London, Greater London - United Kingdom Type: Permanent Data Analyst (Reporting & Visualisation) Data & Digital Transformation Location: London / Hybrid Working Salary: Up to £60,000  Benefits Package About the Role We're supporting a leading transformation consultancy looking to expand its Data & Technology practice with the addition of a Data Analyst specialising in Reporting & Visualisation. This is an excel…",https://www.adzuna.co.uk/jobs/details/5879305677?utm_medium=api&utm_source=5ec7ac9c,"Data Analyst. Data Analyst £45,000 - 60,000 GBP Pension, Benefits Hybrid WORKING Location: Central London, Greater London - United Kingdom Type: Permanent Data Analyst (Reporting & Visualisation) Data & Digital Transformation Location: London / Hybrid Working Salary: Up to £60,000  Benefits Package About the Role We're supporting a leading transformation consultancy looking to expand its Data & Technology practice with the addition of a Data Analyst specialising in Reporting & Visualisation. This is an excel…",['excel'],1
5880113492,Data Analyst,Anson Mccade,"South West London, London",UK,South West London,IT Jobs,it-jobs,unknown,unknown,60000.0,60000.0,0,2026-09-11 21:55:08+00:00,2026,2026-09,"Consultant Data Analyst (Reporting & Visualisation) London | Up to £60,000 Were working with a leading change and transformation consultancy that helps organisations turn strategy into practical solutions that deliver lasting impact. Theyre looking for a Consultant Data Analyst (Reporting & Visualisation) to join their Technology & Data Practice in London. This is an opportunity for a hands-on data professional with strong Power BI, SQL and data modelling experience to work directly with client…",https://www.adzuna.co.uk/jobs/details/5880113492?utm_medium=api&utm_source=5ec7ac9c,"Data Analyst. Consultant Data Analyst (Reporting & Visualisation) London | Up to £60,000 Were working with a leading change and transformation consultancy that helps organisations turn strategy into practical solutions that deliver lasting impact. Theyre looking for a Consultant Data Analyst (Reporting & Visualisation) to join their Technology & Data Practice in London. This is an opportunity for a hands-on data professional with strong Power BI, SQL and data modelling experience to work directly with client…","['bi', 'power bi', 'sql']",3
5855381462,Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK",UK,London,IT Jobs,it-jobs,contract,full_time,91000.0,104000.0,0,2026-08-25 13:45:29+00:00,2026,2026-08,"DATA ANALYST (CONTRACT) 6 MONTHS OUTSIDE IR35 £350 TO £400 P/D This is a high-impact contract opportunity for a hands-on Data Analyst to join a fast-moving growth initiative focused on scaling a local marketplace proposition. You will step into an existing work stream, ensuring continuity while bringing structure, pace, and insight to complex and imperfect data. The Company They are a well-established UK digital platform with millions of engaged members, known for delivering meaningful value th…",https://www.adzuna.co.uk/jobs/land/ad/5855381462?se=0Llv1HWv8RGeX5IuMnKGeQ&utm_medium=api&utm_source=5ec7ac9c&v=CB2FAC195C0ABEBF6D3B0E8B9BE60E8DA2EE79BA,"Data Analyst. DATA ANALYST (CONTRACT) 6 MONTHS OUTSIDE IR35 £350 TO £400 P/D This is a high-impact contract opportunity for a hands-on Data Analyst to join a fast-moving growth initiative focused on scaling a local marketplace proposition. You will step into an existing work stream, ensuring continuity while bringing structure, pace, and insight to complex and imperfect data. The Company They are a well-established UK digital platform with millions of engaged members, known for delivering meaningful value th…",[],0
5849616876,Data Analyst,Match Performance,"Farringdon, Central London",UK,Farringdon,IT Jobs,it-jobs,contract,unknown,78000.0,104000.0,0,2026-08-20 15:05:10+00:00,2026,2026-08,"Data Analyst Regulatory Data & Supervisory Intelligence London £300-£400 per day inside IR35 Financial Services | Regulatory Transformation | Data & Analytics Match Performance is looking for an experienced Data Analyst to join a major regulatory data transformation programme within financial services. This is a hands-on role working with complex regulatory and entity data to help transform how supervisory teams identify risk, prioritise interventions and make data-driven decisions. You’ll work…",https://www.adzuna.co.uk/jobs/details/5849616876?utm_medium=api&utm_source=5ec7ac9c,"Data Analyst. Data Analyst Regulatory Data & Supervisory Intelligence London £300-£400 per day inside IR35 Financial Services | Regulatory Transformation | Data & Analytics Match Performance is looking for an experienced Data Analyst to join a major regulatory data transformation programme within financial services. This is a hands-on role working with complex regulatory and entity data to help transform how supervisory teams identify risk, prioritise interventions and make data-driven decisions. You’ll work…",[],0
5803783833,Data Analyst,Nomia,"Waterloo, South East London",UK,Waterloo,IT Jobs,it-jobs,unknown,unknown,34741.57,34741.57,1,2026-07-16 22:46:08+00:00,2026,2026-07,"About the Role The Data Analyst role is critical to promoting data as a key differentiator for Nomia. You will help drive innovation by assisting Nomia in becoming a truly data-driven organisation — putting data at the heart of all business decisions and providing actionable insights across the business. Roles & Responsibilities Be the platform owner for Nomia's data analytics platform, ThoughtSpot Build dashboards and reporting across various functions, including executive dashboards, financia…",https://www.adzuna.co.uk/jobs/details/5803783833?utm_medium=api&utm_source=5ec7ac9c,"Data Analyst. About the Role The Data Analyst role is critical to promoting data as a key differentiator for Nomia. You will help drive innovation by assisting Nomia in becoming a truly data-driven organisation — putting data at the heart of all business decisions and providing actionable insights across the business. Roles & Responsibilities Be the platform owner for Nomia's data analytics platform, ThoughtSpot Build dashboards and reporting across various functions, including executive dashboards, financia…",['data analytics'],1
5867249869,Data Analyst,Supernova Technology,"London, UK",UK,London,IT Jobs,it-jobs,unknown,full_time,45669.5,45669.5,1,2026-09-02 17:11:00+00:00,2026,2026-09,"About the Role We are looking for a Data Analyst to join our UK/Europe team in a role that balances hands-on data work with customer support. You will query, validate, and manage data and turn it into accurate reporting and insight, while also supporting clients on data-related questions, discrepancies, and operational issues. Both sides of the role are important, and the mix will vary day to day. Working on the Supernova platform, you will investigate and resolve data issues, maintain database…",https://www.adzuna.co.uk/jobs/details/5867249869?utm_medium=api&utm_source=5ec7ac9c,"Data Analyst. About the Role We are looking for a Data Analyst to join our UK/Europe team in a role that balances hands-on data work with customer support. You will query, validate, and manage data and turn it into accurate reporting and insight, while also supporting clients on data-related questions, discrepancies, and operational issues. Both sides of the role are important, and the mix will vary day to day. Working on the Supernova platform, you will investigate and resolve data issues, maintain database…",['database'],1
